,aes,consumption,consumptiongaespump,gesgaes,hour,tec,tes,vde,Дата
13,11017,20685,0,1928,13:00,1207,6773,150,07.12.2017
14,11032,20896,0,2441,14:00,1213,6534,149,07.12.2017
15,11016,20803,0,2453,15:00,1202,6514,130,07.12.2017
16,11023,21341,0,2955,16:00,1207,6530,106,07.12.2017
17,11043,21496,0,3244,17:00,1211,6657,63,07.12.2017
18,11011,21399,0,2777,18:00,1212,6830,67,07.12.2017
19,11017,20712,0,2233,19:00,1213,6793,62,07.12.2017
20,11042,20359,0,2060,20:00,1206,6483,87,07.12.2017
21,11053,20129,0,1719,21:00,1160,6560,222,07.12.2017
22,10759,19576,0,1546,22:00,1165,6571,191,07.12.2017
23,10715,18460,0,643,23:00,1156,6413,175,07.12.2017
24,10510,17771,-554,853,24,1170,6413,144,07.12.2017
0,10510,17771,-554,853,00:00,1170,6413,144,08.12.2017
1,10468,16756,-952,535,01:00,1151,6130,150,08.12.2017
2,10453,16382,-1162,633,02:00,1162,5822,147,08.12.2017
3,10443,16185,-1170,353,03:00,1145,5812,106,08.12.2017
4,10456,16122,-1158,244,04:00,1149,5958,44,08.12.2017
5,10450,16539,-1150,380,05:00,1156,6154,28,08.12.2017
6,10452,17202,-407,379,06:00,1151,6105,34,08.12.2017
7,10458,18570,0,774,07:00,1151,6759,36,08.12.2017
8,10452,19362,0,1235,08:00,1096,7089,54,08.12.2017
9,10473,20176,0,1928,09:00,1149,7123,93,08.12.2017
10,10454,20496,0,2089,10:00,1158,7160,166,08.12.2017
11,10448,20561,0,1992,11:00,1151,7290,210,08.12.2017
12,10451,20123,0,1667,12:00,1154,7265,220,08.12.2017
13,10421,19877,0,1441,13:00,1154,7103,200,08.12.2017
14,10402,20105,0,1907,14:00,1157,7070,158,08.12.2017
15,10442,20087,0,2088,15:00,1160,6910,83,08.12.2017
16,10419,20559,0,2473,16:00,1161,6944,43,08.12.2017
17,10399,21292,0,3601,17:00,1165,6617,41,08.12.2017
18,10435,21099,0,3285,18:00,1163,6603,40,08.12.2017
19,10421,20573,0,3008,19:00,1169,6634,22,08.12.2017
20,10412,20070,0,2136,20:00,1176,6915,40,08.12.2017
21,10407,19808,0,1716,21:00,1191,6875,58,08.12.2017
22,10399,19381,0,1990,22:00,1188,6375,73,08.12.2017
23,10409,18403,0,743,23:00,1191,6530,61,08.12.2017
24,10444,17803,-542,624,24,1187,6772,34,08.12.2017
0,10444,17803,-542,624,00:00,1187,6772,34,09.12.2017
1,10430,16786,-538,442,01:00,1177,6096,66,09.12.2017
2,10438,16281,-948,450,02:00,1176,6087,88,09.12.2017
3,10420,16050,-1172,417,03:00,1182,5995,119,09.12.2017
4,10433,16045,-1160,339,04:00,1183,5929,100,09.12.2017
5,10424,16133,-1148,419,05:00,1185,6058,78,09.12.2017
6,10426,16577,-1022,568,06:00,1177,6119,110,09.12.2017
7,10427,16932,0,315,07:00,1187,5634,131,09.12.2017
8,10432,17389,0,603,08:00,1190,5791,126,09.12.2017
9,10426,18612,0,1551,09:00,1191,6079,153,09.12.2017
10,10426,19397,0,1920,10:00,1201,6374,218,09.12.2017
11,10426,19826,0,2147,11:00,1196,6551,253,09.12.2017
12,10419,19850,0,1702,12:00,1199,6870,366,09.12.2017
13,10427,19599,0,1601,13:00,1196,6856,324,09.12.2017
14,10459,19762,0,1765,14:00,1199,6909,245,09.12.2017
15,10444,19714,0,1735,15:00,1178,6870,252,09.12.2017
16,10444,20346,0,2383,16:00,1198,6914,130,09.12.2017
17,10431,20775,0,3070,17:00,1203,6752,150,09.12.2017
18,10422,20785,0,3173,18:00,1209,6546,220,09.12.2017
19,10403,20282,0,2592,19:00,1204,6697,198,09.12.2017
20,10410,19804,0,2015,20:00,1203,6745,179,09.12.2017
21,10393,19359,0,1649,21:00,1206,6731,180,09.12.2017
22,10422,18992,0,1358,22:00,1205,6733,225,09.12.2017
23,10430,18104,0,459,23:00,1201,6651,231,09.12.2017
24,10433,17440,0,398,24,1187,6083,232,09.12.2017
0,10433,17440,0,398,00:00,1187,6083,232,10.12.2017
1,10434,16580,0,377,01:00,1193,5179,232,10.12.2017
2,10412,16013,-547,277,02:00,1191,5432,232,10.12.2017
3,10434,15653,-1165,392,03:00,1197,5474,232,10.12.2017
4,10444,15595,-1166,419,04:00,1195,5434,232,10.12.2017
5,10448,15782,-1164,591,05:00,1197,5316,232,10.12.2017
6,10426,15984,-937,412,06:00,1189,5690,240,10.12.2017
7,10444,16204,-936,422,07:00,1201,5589,241,10.12.2017
8,10430,16138,-407,486,08:00,1197,5162,261,10.12.2017
9,10427,17420,0,970,09:00,1194,5307,274,10.12.2017
10,10400,17898,0,1239,10:00,1214,5637,269,10.12.2017
11,10431,18609,0,1624,11:00,1222,5764,299,10.12.2017
12,10431,18863,0,1611,12:00,1214,5997,333,10.12.2017
13,10423,18819,0,1455,13:00,1203,6171,287,10.12.2017
14,10419,18821,0,1220,14:00,1198,6426,269,10.12.2017
15,10426,19004,0,1393,15:00,1195,6414,276,10.12.2017
16,10428,19586,0,2111,16:00,1191,6461,242,10.12.2017
17,10424,19858,0,2570,17:00,1196,6171,245,10.12.2017
18,10434,19731,0,2768,18:00,1195,5768,254,10.12.2017
19,10430,19625,0,2637,19:00,1200,5692,254,10.12.2017
20,10421,19484,0,2515,20:00,1202,5664,252,10.12.2017
21,10427,19270,0,2491,21:00,1198,5792,255,10.12.2017
22,10431,19009,0,1869,22:00,1191,6100,254,10.12.2017
23,10413,17999,0,784,23:00,1184,6089,236,10.12.2017
24,10441,17114,0,204,24,1183,5871,245,10.12.2017
0,10441,17114,0,204,00:00,1183,5871,245,11.12.2017
1,10435,16315,-534,269,01:00,1185,5572,255,11.12.2017
2,10422,15728,-938,304,02:00,1194,5463,239,11.12.2017
3,10449,15623,-1366,197,03:00,1205,5740,248,11.12.2017
4,10435,15454,-1354,121,04:00,1199,5573,234,11.12.2017
5,10455,15964,-921,137,05:00,1195,5576,238,11.12.2017
6,10427,16659,-394,316,06:00,1189,5827,97,11.12.2017
7,10439,18486,0,1151,07:00,1196,6276,124,11.12.2017
8,10414,19207,0,1142,08:00,1205,7035,194,11.12.2017
9,10436,20301,0,1783,09:00,1200,7244,267,11.12.2017
10,10451,20947,0,2287,10:00,1216,7391,319,11.12.2017
11,10432,21062,0,2383,11:00,1213,7531,368,11.12.2017
12,10421,20821,0,1811,12:00,1188,7685,378,11.12.2017
13,10418,20797,0,1841,13:00,1212,7828,306,11.12.2017
14,10431,20868,0,1959,14:00,1211,7864,208,11.12.2017
15,10405,20873,0,1940,15:00,1213,7856,188,11.12.2017
16,10432,21419,0,2344,16:00,1212,7829,208,11.12.2017
17,10432,21720,0,3063,17:00,1207,7809,256,11.12.2017
18,10433,21545,0,2711,18:00,1209,7565,256,11.12.2017
19,10413,20975,0,2559,19:00,1207,7489,251,11.12.2017
20,10446,20516,0,2387,20:00,1201,7150,256,11.12.2017
21,10439,20260,0,2028,21:00,1199,7114,259,11.12.2017
22,10421,19670,0,1066,22:00,1195,7631,244,11.12.2017
23,10421,18513,-26,255,23:00,1189,7561,250,11.12.2017
24,10445,17763,-952,478,24,1157,7492,193,11.12.2017
0,10445,17763,-952,478,00:00,1157,7492,193,12.12.2017
1,10417,16770,-539,540,01:00,1129,6069,223,12.12.2017
2,10419,16322,-937,567,02:00,1135,5920,230,12.12.2017
3,10430,16117,-1378,571,03:00,1141,6034,219,12.12.2017
4,10415,16141,-1351,333,04:00,1137,6197,252,12.12.2017
5,10394,16393,-923,551,05:00,1139,5663,250,12.12.2017
6,10437,17173,0,337,06:00,1151,5877,236,12.12.2017
7,10418,18608,0,949,07:00,1152,6689,244,12.12.2017
8,10408,19252,0,1628,08:00,1147,6886,257,12.12.2017
9,10412,20201,0,2143,09:00,1162,7019,278,12.12.2017
10,10426,20516,0,1928,10:00,1163,7353,318,12.12.2017
11,10405,20588,0,2142,11:00,1179,7485,365,12.12.2017
12,10429,20191,0,1670,12:00,1157,7526,397,12.12.2017
13,10374,20360,0,1810,13:00,1157,7470,365,12.12.2017
14,10407,20319,0,1987,14:00,1149,7312,252,12.12.2017
15,10391,20361,0,2476,15:00,1149,6964,226,12.12.2017
16,10381,20872,0,3188,16:00,1181,6649,206,12.12.2017
17,10398,21428,0,3908,17:00,1173,6677,201,12.12.2017
18,10404,20998,0,3431,18:00,1173,6672,184,12.12.2017
19,10391,20746,0,2678,19:00,1200,7129,222,12.12.2017
20,10397,20410,0,2008,20:00,1203,7536,214,12.12.2017
21,10378,20083,0,1439,21:00,1209,7656,229,12.12.2017
22,10398,19475,0,935,22:00,1238,7711,213,12.12.2017
23,10401,18462,-18,242,23:00,1249,7430,169,12.12.2017
24,10396,17600,-943,404,24,1248,7363,154,12.12.2017
0,10396,17600,-943,404,00:00,1248,7363,154,13.12.2017
1,10402,16784,-941,616,01:00,1225,6229,121,13.12.2017
2,10401,16383,-1149,333,02:00,1229,6290,102,13.12.2017
3,10390,16023,-1145,277,03:00,1205,6198,90,13.12.2017
4,10436,16052,-1143,236,04:00,1210,6195,43,13.12.2017
5,10405,16288,-1132,330,05:00,1211,6265,35,13.12.2017
6,10425,17111,0,257,06:00,1217,6073,31,13.12.2017
7,10413,18712,0,1326,07:00,1210,6511,51,13.12.2017
8,10434,19388,0,1347,08:00,1232,7283,67,13.12.2017
9,10413,19967,0,1713,09:00,1221,7257,61,13.12.2017
10,10425,20258,0,2315,10:00,1227,7299,90,13.12.2017
11,10402,20790,0,2522,11:00,1202,7288,149,13.12.2017
12,10437,20341,0,2254,12:00,1164,7334,127,13.12.2017
13,10400,20308,0,2042,13:00,1183,7332,142,13.12.2017
14,10428,20364,0,2321,14:00,1177,7314,133,13.12.2017
15,10417,20491,0,2349,15:00,1187,7284,79,13.12.2017
16,10418,20796,0,2786,16:00,1187,7282,53,13.12.2017
17,10427,21431,0,3190,17:00,1141,7322,57,13.12.2017
18,10425,20974,0,2985,18:00,1094,7331,45,13.12.2017
19,10428,20734,0,2721,19:00,1127,7322,62,13.12.2017
20,10396,20315,0,2229,20:00,1135,7302,64,13.12.2017
21,10416,20080,0,2042,21:00,1142,7344,43,13.12.2017
22,10415,19295,0,1524,22:00,1132,7335,43,13.12.2017
23,10402,18452,0,620,23:00,1136,7246,51,13.12.2017
24,10410,17705,-540,359,24,1117,7138,72,13.12.2017
0,10410,17705,-540,359,00:00,1117,7138,72,14.12.2017
1,10433,16630,-948,412,01:00,1164,6492,73,14.12.2017
2,10385,16212,-948,402,02:00,1152,6109,65,14.12.2017
3,10414,16092,-1380,405,03:00,1159,6274,45,14.12.2017
4,10425,16048,-1358,402,04:00,1189,6121,60,14.12.2017
5,10416,16295,-928,247,05:00,1186,6118,55,14.12.2017
6,10396,17056,0,384,06:00,1185,5891,52,14.12.2017
7,10420,18411,0,1216,07:00,1186,6512,94,14.12.2017
8,10418,19265,0,1886,08:00,1191,6556,87,14.12.2017
9,10400,20353,0,2727,09:00,1177,6658,104,14.12.2017
10,10421,20527,0,2764,10:00,1185,6917,127,14.12.2017
11,10427,20862,0,2475,11:00,1193,7543,162,14.12.2017
12,10402,20491,0,2053,12:00,1177,7630,170,14.12.2017
13,10441,20544,0,1986,13:00,1158,7614,179,14.12.2017
14,10400,20721,0,2106,14:00,1183,7671,161,14.12.2017
15,10385,20793,0,2160,15:00,1163,7807,111,14.12.2017
16,10373,21244,0,2504,16:00,1163,7837,82,14.12.2017
17,10373,21476,0,2966,17:00,1190,7716,84,14.12.2017
18,10383,21253,0,2599,18:00,1170,7749,99,14.12.2017
19,10390,20855,0,2567,19:00,1206,7463,96,14.12.2017
20,10376,20287,0,2212,20:00,1192,7276,140,14.12.2017
21,10373,20074,0,2030,21:00,1194,7224,124,14.12.2017
22,10372,19507,0,1554,22:00,1193,7255,59,14.12.2017
23,10378,18557,0,746,23:00,1192,7181,49,14.12.2017
24,10384,17772,-946,949,24,1194,7038,57,14.12.2017
0,10384,17772,-946,949,00:00,1194,7038,57,15.12.2017
1,10375,16737,-938,457,01:00,1194,6533,57,15.12.2017
2,10357,16276,-936,205,02:00,1189,6251,42,15.12.2017
3,10373,16128,-1376,399,03:00,1187,6231,39,15.12.2017
4,10383,15979,-1345,193,04:00,1179,6381,36,15.12.2017
5,10359,16237,-919,397,05:00,1177,5719,61,15.12.2017
6,10379,17191,0,406,06:00,1189,5841,48,15.12.2017
7,10378,18454,0,1031,07:00,1196,6593,39,15.12.2017
8,10387,19281,0,1845,08:00,1188,6711,51,15.12.2017
9,10386,20106,0,2536,09:00,1161,6812,87,15.12.2017
10,10395,20494,0,2406,10:00,1165,7191,146,15.12.2017
11,10372,20740,0,2457,11:00,1184,7433,176,15.12.2017
12,10401,20420,0,2014,12:00,1173,7465,208,15.12.2017
13,10380,20350,0,2029,13:00,1175,7474,155,15.12.2017
14,10375,20334,0,2321,14:00,1178,7258,81,15.12.2017
15,10396,20544,0,2431,15:00,1174,7222,89,15.12.2017
16,10373,20919,0,2780,16:00,1165,7270,80,15.12.2017
17,10368,21131,0,3299,17:00,1182,7241,80,15.12.2017
18,10381,20998,0,3286,18:00,1182,6826,84,15.12.2017
19,10367,20567,0,2894,19:00,1183,6798,136,15.12.2017
20,10364,20053,0,2468,20:00,1187,6785,126,15.12.2017
21,10374,19589,0,2111,21:00,1188,6731,66,15.12.2017
22,10385,19165,0,1921,22:00,1188,6433,65,15.12.2017
23,10368,18266,0,1082,23:00,1187,6398,66,15.12.2017
24,10380,17542,-541,504,24,1160,6700,66,15.12.2017
0,10380,17542,-541,504,00:00,1160,6700,66,16.12.2017
1,10379,16634,-534,931,01:00,1153,5790,43,16.12.2017
2,10351,16105,-537,355,02:00,1146,5688,43,16.12.2017
3,10376,15876,-1161,524,03:00,1145,5814,121,16.12.2017
4,10367,15806,-1161,190,04:00,1148,5875,145,16.12.2017
5,10371,15964,-1151,736,05:00,1160,5578,137,16.12.2017
6,10373,16166,-799,520,06:00,1164,5726,163,16.12.2017
7,10415,16683,0,307,07:00,1167,5541,177,16.12.2017
8,10400,17186,0,518,08:00,1170,5513,235,16.12.2017
9,10380,18364,0,1370,09:00,1161,5915,248,16.12.2017
10,10392,19060,0,1504,10:00,1168,6426,264,16.12.2017
11,10366,19483,0,1824,11:00,1183,6481,284,16.12.2017
12,10381,19451,0,1772,12:00,1182,6504,316,16.12.2017
13,10392,19380,0,2004,13:00,1192,6230,313,16.12.2017
14,10383,19358,0,2024,14:00,1183,6133,273,16.12.2017
15,10404,19337,0,2017,15:00,1189,6128,256,16.12.2017
16,10397,19729,0,2393,16:00,1183,6149,235,16.12.2017
17,10380,20553,0,3323,17:00,1184,6154,234,16.12.2017
18,10277,20298,0,3685,18:00,1152,5475,238,16.12.2017
19,10402,19926,0,3344,19:00,1185,5449,237,16.12.2017
20,10399,19530,0,2892,20:00,1182,5422,239,16.12.2017
21,10399,19111,0,2569,21:00,1199,5444,233,16.12.2017
22,10408,18574,0,2316,22:00,1195,5113,236,16.12.2017
23,10406,17808,0,1628,23:00,1190,5103,228,16.12.2017
24,10388,17237,0,945,24,1186,5315,218,16.12.2017
0,10388,17237,0,945,00:00,1186,5315,218,17.12.2017
1,10381,16379,-219,193,01:00,1177,5302,212,17.12.2017
2,10381,15826,-1032,402,02:00,1182,5550,217,17.12.2017
3,10419,15448,-1161,269,03:00,1180,5411,221,17.12.2017
4,10393,15245,-1159,190,04:00,1178,5418,219,17.12.2017
5,10403,15479,-936,219,05:00,1143,5224,218,17.12.2017
6,10396,15659,-937,257,06:00,1162,5384,218,17.12.2017
7,10396,15795,-927,471,07:00,1147,5383,218,17.12.2017
8,10386,16039,0,233,08:00,1149,5009,214,17.12.2017
9,10395,17093,0,739,09:00,1150,5332,223,17.12.2017
10,10411,18051,0,1504,10:00,1153,5491,189,17.12.2017
11,10399,18528,0,1549,11:00,1179,6027,100,17.12.2017
12,10413,18559,0,1598,12:00,1187,6040,95,17.12.2017
13,10393,18555,0,1680,13:00,1186,5999,59,17.12.2017
14,10418,18775,0,1811,14:00,1188,6007,83,17.12.2017
15,10401,18860,0,2071,15:00,1191,5639,193,17.12.2017
16,10405,19486,0,2771,16:00,1205,5581,133,17.12.2017
17,10390,20236,0,3555,17:00,1199,5608,165,17.12.2017
18,10390,20032,0,3200,18:00,1182,5593,159,17.12.2017
19,10389,19788,0,2987,19:00,1188,5684,126,17.12.2017
20,10380,19719,0,2877,20:00,1186,5808,61,17.12.2017
21,10360,19219,0,2510,21:00,1190,5797,170,17.12.2017
22,10377,19010,0,2171,22:00,1192,5815,151,17.12.2017
23,10386,17859,0,1013,23:00,1189,5788,232,17.12.2017
24,10381,17182,0,343,24,1191,5712,209,17.12.2017
0,10381,17182,0,343,00:00,1191,5712,209,18.12.2017
1,10379,16451,-537,379,01:00,1199,5442,198,18.12.2017
2,10392,15970,-935,354,02:00,1184,5527,206,18.12.2017
3,10399,15794,-1374,379,03:00,1187,5757,192,18.12.2017
4,10388,15810,-1378,429,04:00,1187,5752,162,18.12.2017
5,10377,16001,-932,207,05:00,1190,5668,214,18.12.2017
6,10373,16783,0,182,06:00,1188,5732,183,18.12.2017
7,10387,18427,0,1132,07:00,1189,6278,176,18.12.2017
8,10400,19186,0,1560,08:00,1196,6795,102,18.12.2017
9,10375,20431,0,2390,09:00,1189,6984,134,18.12.2017
10,10408,20861,0,2912,10:00,1197,6973,219,18.12.2017
11,10382,21223,0,3188,11:00,1193,7045,286,18.12.2017
12,10368,20978,0,2797,12:00,1197,7153,278,18.12.2017
13,10385,20896,0,2656,13:00,1204,7153,269,18.12.2017
14,10387,21037,0,2513,14:00,1211,7443,253,18.12.2017
15,10407,21135,0,2519,15:00,1210,7543,244,18.12.2017
16,10393,21495,0,2680,16:00,1204,7631,224,18.12.2017
17,10392,21730,0,3158,17:00,1198,7423,218,18.12.2017
18,10382,21395,0,3089,18:00,1199,7479,133,18.12.2017
19,10402,21187,0,2639,19:00,1196,7458,125,18.12.2017
20,10402,20736,0,2614,20:00,1199,7236,82,18.12.2017
21,10396,20366,0,1960,21:00,1194,7318,65,18.12.2017
22,10403,19801,0,1623,22:00,1188,7417,74,18.12.2017
23,10411,18887,-26,445,23:00,1179,7788,44,18.12.2017
24,10397,17916,-809,200,24,1202,7856,38,18.12.2017
0,10397,17916,-809,200,00:00,1202,7856,38,19.12.2017
1,10417,16888,-941,629,01:00,1178,6515,54,19.12.2017
2,10422,16619,-945,439,02:00,1184,6316,55,19.12.2017
3,10409,16262,-1376,484,03:00,1178,6545,55,19.12.2017
4,10426,16313,-1367,322,04:00,1184,6685,59,19.12.2017
5,10405,16646,-921,245,05:00,1178,6400,57,19.12.2017
6,10415,17289,0,184,06:00,1185,6321,38,19.12.2017
7,10385,18672,0,1010,07:00,1193,6830,59,19.12.2017
8,10400,19287,0,1340,08:00,1153,7183,75,19.12.2017
9,10414,20019,0,1959,09:00,1160,7215,85,19.12.2017
10,10409,20463,0,2772,10:00,1124,6788,106,19.12.2017
11,10405,20629,0,3039,11:00,1109,6797,138,19.12.2017
12,10396,20257,0,2638,12:00,1133,6836,131,19.12.2017
13,10404,20382,0,2775,13:00,1120,6740,107,19.12.2017
14,10413,20524,0,3051,14:00,1122,6683,81,19.12.2017
15,10406,20543,0,3111,15:00,1121,6721,50,19.12.2017
16,10433,20990,0,3315,16:00,1188,6929,21,19.12.2017
17,10420,21324,0,3508,17:00,1227,6957,24,19.12.2017
18,10433,21187,0,3561,18:00,1228,6631,25,19.12.2017
19,10425,20693,0,3141,19:00,1224,6548,27,19.12.2017
20,10440,20204,0,2668,20:00,1235,6769,23,19.12.2017
21,10437,20146,0,2292,21:00,1232,6914,16,19.12.2017
22,10425,19762,0,1967,22:00,1261,7056,18,19.12.2017
23,10421,18920,0,543,23:00,1249,7250,14,19.12.2017
24,10429,18070,-540,686,24,1259,7123,22,19.12.2017
0,10429,18070,-540,686,00:00,1259,7123,22,20.12.2017
1,10420,17193,-949,437,01:00,1253,6757,25,20.12.2017
2,10426,16800,-941,211,02:00,1242,6568,15,20.12.2017
3,10432,16672,-1376,403,03:00,1251,6657,23,20.12.2017
4,10422,16567,-1354,407,04:00,1251,6699,23,20.12.2017
5,10430,16927,-915,317,05:00,1256,6682,18,20.12.2017
6,10423,17596,0,556,06:00,1251,6155,16,20.12.2017
7,10427,19182,0,1087,07:00,1255,7027,21,20.12.2017
8,10426,19959,0,1493,08:00,1261,7480,40,20.12.2017
9,10416,21267,0,2314,09:00,1253,7640,57,20.12.2017
10,10433,21838,0,3105,10:00,1253,7702,64,20.12.2017
11,10414,21762,0,2974,11:00,1237,7738,94,20.12.2017
12,10429,21418,0,2585,12:00,1244,7754,123,20.12.2017
13,10430,21240,0,2475,13:00,1242,7714,155,20.12.2017
14,10443,21578,0,2685,14:00,1235,7691,91,20.12.2017
15,10425,21577,0,2721,15:00,1226,7746,53,20.12.2017
16,10439,21834,0,2928,16:00,1191,7829,33,20.12.2017
17,10410,22373,0,3606,17:00,1220,7900,22,20.12.2017
18,10427,22362,0,3516,18:00,1224,7979,14,20.12.2017
19,10413,21716,0,2947,19:00,1217,7997,12,20.12.2017
20,10429,21308,0,2519,20:00,1216,8019,16,20.12.2017
21,10430,20986,0,2101,21:00,1227,8038,11,20.12.2017
22,10432,20293,0,1887,22:00,1215,7685,8,20.12.2017
23,10431,19340,-11,1027,23:00,1233,7370,7,20.12.2017
24,10424,18360,-958,1239,24,1234,7090,5,20.12.2017
0,10424,18360,-958,1239,00:00,1234,7090,5,21.12.2017
1,10435,17530,-951,414,01:00,1202,7222,6,21.12.2017
2,10432,17009,-950,169,02:00,1212,7249,2,21.12.2017
3,10430,16662,-1385,260,03:00,1203,7064,2,21.12.2017
4,10438,16929,-1373,311,04:00,1214,7029,1,21.12.2017
5,10427,16951,-934,315,05:00,1208,6681,1,21.12.2017
6,10433,17532,0,202,06:00,1212,6740,1,21.12.2017
7,10436,18754,0,1059,07:00,1209,6814,0,21.12.2017
8,10421,20030,0,1870,08:00,1239,7230,4,21.12.2017
9,10426,21045,0,2727,09:00,1236,7244,25,21.12.2017
10,10434,21477,0,3177,10:00,1240,7299,65,21.12.2017
11,10402,21719,0,3177,11:00,1239,7457,81,21.12.2017
12,10443,21302,0,2747,12:00,1235,7470,99,21.12.2017
13,10451,21202,0,2632,13:00,1233,7426,82,21.12.2017
14,10427,21264,0,2812,14:00,1237,7423,44,21.12.2017
15,10419,21301,0,2715,15:00,1202,7558,35,21.12.2017
16,10423,21683,0,3032,16:00,1215,7553,32,21.12.2017
17,10435,22230,0,3749,17:00,1218,7536,31,21.12.2017
18,10453,22011,0,3475,18:00,1208,7555,33,21.12.2017
19,10433,21431,0,2912,19:00,1203,7562,34,21.12.2017
20,10446,21219,0,2639,20:00,1208,7580,34,21.12.2017
21,10419,20960,0,2361,21:00,1220,7630,37,21.12.2017
22,10444,20358,0,1932,22:00,1213,7626,36,21.12.2017
23,10433,19346,-11,619,23:00,1210,7872,49,21.12.2017
24,10445,18480,-544,412,24,1213,7596,33,21.12.2017
0,10445,18480,-544,412,00:00,1213,7596,33,22.12.2017
1,10442,17444,-542,304,01:00,1213,6923,44,22.12.2017
2,10425,16986,-1166,417,02:00,1218,6903,56,22.12.2017
3,10442,16839,-1162,517,03:00,1229,6655,48,22.12.2017
4,10439,16679,-1164,432,04:00,1228,6607,36,22.12.2017
5,10401,16984,-1154,727,05:00,1228,6668,34,22.12.2017
6,10410,17802,0,430,06:00,1188,6684,35,22.12.2017
7,10408,19234,0,925,07:00,1202,7239,40,22.12.2017
8,10435,20077,0,1512,08:00,1226,7593,49,22.12.2017
9,10416,20924,0,2196,09:00,1225,7627,88,22.12.2017
10,10428,21184,0,2517,10:00,1230,7625,102,22.12.2017
11,10437,21345,0,2859,11:00,1238,7345,134,22.12.2017
12,10427,21116,0,2753,12:00,1228,7330,100,22.12.2017
13,10421,21168,0,2665,13:00,1224,7371,88,22.12.2017
14,10429,21122,0,2448,14:00,1211,7650,72,22.12.2017
15,10404,21225,0,2497,15:00,1222,7777,98,22.12.2017
16,10426,21489,0,2433,16:00,1224,7839,72,22.12.2017
17,10418,21836,0,3195,17:00,1239,7605,65,22.12.2017
18,10430,21661,0,3440,18:00,1246,7099,85,22.12.2017
19,10429,21109,0,3077,19:00,1282,6975,93,22.12.2017
20,10435,20578,0,2503,20:00,1270,6998,83,22.12.2017
21,10427,20171,0,2080,21:00,1256,7002,146,22.12.2017
22,10428,19668,0,1893,22:00,1235,6819,94,22.12.2017
23,10420,18692,0,1063,23:00,1225,6828,66,22.12.2017
24,10459,18186,-501,784,24,1250,7051,63,22.12.2017
0,10459,18186,-501,784,00:00,1250,7051,63,23.12.2017
1,10423,17207,-541,377,01:00,1202,6562,61,23.12.2017
2,10415,16871,-947,435,02:00,1222,6603,71,23.12.2017
3,10417,16542,-1169,456,03:00,1224,6406,46,23.12.2017
4,10409,16271,-1162,248,04:00,1217,6322,46,23.12.2017
5,10433,16488,-1162,333,05:00,1226,6418,36,23.12.2017
6,10448,16612,-1065,500,06:00,1225,6405,47,23.12.2017
7,10445,17521,0,598,07:00,1253,6006,53,23.12.2017
8,10446,17586,0,596,08:00,1259,5994,56,23.12.2017
9,10423,18983,0,1586,09:00,1261,6310,66,23.12.2017
10,10436,19788,0,2334,10:00,1274,6385,61,23.12.2017
11,10422,20172,0,2332,11:00,1259,6799,71,23.12.2017
12,10416,20041,0,2132,12:00,1262,6831,74,23.12.2017
13,10439,20071,0,2198,13:00,1258,6792,72,23.12.2017
14,10461,20228,0,2300,14:00,1257,6777,74,23.12.2017
15,10431,20071,0,2207,15:00,1248,6763,57,23.12.2017
16,10422,20556,0,2628,16:00,1255,6722,36,23.12.2017
17,10442,21207,0,3641,17:00,1251,6358,71,23.12.2017
18,10421,21076,0,3536,18:00,1263,6427,65,23.12.2017
19,10440,20663,0,3059,19:00,1265,6428,69,23.12.2017
20,10421,20272,0,2711,20:00,1253,6471,53,23.12.2017
21,10424,19843,0,2354,21:00,1237,6471,70,23.12.2017
22,10423,19449,0,2127,22:00,1216,6423,59,23.12.2017
23,10433,18630,0,1362,23:00,1217,6401,48,23.12.2017
24,10445,17962,0,721,24,1233,6281,62,23.12.2017
0,10445,17962,0,721,00:00,1233,6281,62,24.12.2017
1,10429,17275,0,715,01:00,1234,5401,41,24.12.2017
2,10423,16552,-543,597,02:00,1228,5354,38,24.12.2017
3,10445,16351,-755,414,03:00,1223,5548,40,24.12.2017
4,10421,16168,-755,200,04:00,1223,5672,78,24.12.2017
5,10399,16231,-758,197,05:00,1214,5540,100,24.12.2017
6,10395,16519,-752,529,06:00,1236,5478,160,24.12.2017
7,10409,16722,-528,531,07:00,1254,5348,190,24.12.2017
8,10407,16846,0,510,08:00,1253,5046,207,24.12.2017
9,10407,17870,0,1244,09:00,1243,5177,187,24.12.2017
10,10429,18778,0,1406,10:00,1250,5847,267,24.12.2017
11,10419,19190,0,1876,11:00,1260,5894,285,24.12.2017
12,10398,19268,0,1906,12:00,1243,5884,306,24.12.2017
13,10395,19170,0,2157,13:00,1254,5560,311,24.12.2017
14,10389,19052,0,1981,14:00,1257,5567,331,24.12.2017
15,10398,19106,0,1898,15:00,1210,5949,307,24.12.2017
16,10392,19567,0,2055,16:00,1216,6271,267,24.12.2017
17,10391,20010,0,2759,17:00,1220,5962,254,24.12.2017
18,10402,20047,0,2871,18:00,1234,5772,253,24.12.2017
19,10421,19704,0,2538,19:00,1214,5797,255,24.12.2017
20,10405,19108,0,2353,20:00,1262,5452,250,24.12.2017
21,10407,19071,0,2376,21:00,1275,5312,240,24.12.2017
22,10391,18686,0,2344,22:00,1233,5224,243,24.12.2017
23,10393,17903,0,1395,23:00,1230,5203,252,24.12.2017
24,10399,17449,0,1025,24,1258,5202,258,24.12.2017
